slug,name,mount,focal_length_mm,max_aperture,introduced,filter_mm,weight_g,image,wikidata,commons_file,wikipedia,source
canon-rf-5-2mm-f2-8-l-dual-fisheye,Canon RF 5.2mm F2.8 L DUAL FISHEYE,Canon RF lens mount,5.2,2.8,2021,,,images/canon/canon-rf-5-2mm-f2-8-l-dual-fisheye.jpg,Q112756138,"Canon RF 5,2mm f2.8L DUAL FISHEYE.jpg",,wikidata
canon-rf-50mm-f1-2-l-usm,Canon RF 50mm F1.2 L USM,Canon RF lens mount,50,1.2,2018,,,images/canon/canon-rf-50mm-f1-2-l-usm.jpg,Q101245617,Canon RF 50mm F1.2L USM.jpg,,wikidata
canon-rf-50mm-f1-4-l-vcm,Canon RF 50mm F1.4 L VCM,Canon RF lens mount,50,1.4,2024,,,images/canon/canon-rf-50mm-f1-4-l-vcm.jpg,Q130732521,Canon EOS R5 C and DJI RS4 Pro on the ground 20260808.jpg,,wikidata
canon-rf-50mm-f1-8-stm,Canon RF 50mm F1.8 STM,Canon RF lens mount,50,1.8,2020,,,images/canon/canon-rf-50mm-f1-8-stm.jpg,Q112756140,Canon RF 50mm F1.8 STM (1-1 cropped).jpg,,wikidata
canon-rf-600mm-f11-is-stm,Canon RF 600mm F11 IS STM,Canon RF lens mount,600,11,2020,,,images/canon/canon-rf-600mm-f11-is-stm.jpg,Q97154478,Canon RF 600 11-8055.jpg,,wikidata
canon-rf-600mm-f4-l-is-usm,Canon RF 600mm F4 L IS USM,Canon RF lens mount,600,4,2021,,,,Q112756146,,,wikidata
canon-rf-7-14mm-f2-8-3-5-l-fisheye-stm,Canon RF 7-14mm F2.8-3.5 L Fisheye STM,Canon RF lens mount,7-14,2.8,2026,,,,Q138011609,,,wikidata
canon-rf-70-200mm-f2-8-l-is-usm,Canon RF 70-200mm F2.8 L IS USM,Canon RF lens mount,70-200,2.8,2019,,,images/canon/canon-rf-70-200mm-f2-8-l-is-usm.jpg,Q97152450,"Canon RF 70-200 2,8-8064.jpg",,wikidata
canon-rf-70-200mm-f2-8-l-is-usm-z,Canon RF 70-200mm F2.8 L IS USM Z,Canon RF lens mount,70-200,2.8,2024,,,images/canon/canon-rf-70-200mm-f2-8-l-is-usm-z.jpg,Q130732535,Canon RF 70-200mm F2.8L IS USM Z.jpg,,wikidata
canon-rf-70-200mm-f4-l-is-usm,Canon RF 70-200mm F4 L IS USM,Canon RF lens mount,70-200,4,2020,,,images/canon/canon-rf-70-200mm-f4-l-is-usm.jpg,Q112756154,Canon RF 70–200mm.jpg,,wikidata
canon-rf-75-300mm-f4-5-6,Canon RF 75-300mm F4-5.6,Canon RF lens mount,75-300,4,2025,,,,Q134282902,,,wikidata
canon-rf-800mm-f11-is-stm,Canon RF 800mm F11 IS STM,Canon RF lens mount,800,11,2020,,,images/canon/canon-rf-800mm-f11-is-stm.jpg,Q97154500,Canon R5 und RF 800 11-8061.jpg,,wikidata
canon-rf-800mm-f5-6-l-is-usm,Canon RF 800mm F5.6 L IS USM,Canon RF lens mount,800,5.6,2022,,,images/canon/canon-rf-800mm-f5-6-l-is-usm.jpg,Q112756145,Canon RF 800mm f5.6L IS USM.jpg,,wikidata
canon-rf-85mm-f1-2-l-usm,Canon RF 85mm F1.2 L USM,Canon RF lens mount,85,1.2,2019,,,images/canon/canon-rf-85mm-f1-2-l-usm.jpg,Q97154469,"Canon R6 und RF 85 1,2-8068.jpg",,wikidata
canon-rf-85mm-f1-2-l-usm-ds,Canon RF 85mm F1.2 L USM DS,Canon RF lens mount,85,1.2,2019,,,,Q112756141,,,wikidata
canon-rf-85mm-f1-4-l-vcm,Canon RF 85mm F1.4 L VCM,Canon RF lens mount,85,1.4,2025,,,,Q136193565,,,wikidata
canon-rf-85mm-f2-0-macro-is-stm,Canon RF 85mm F2.0 Macro IS STM,Canon RF lens mount,85,2,2020,,,images/canon/canon-rf-85mm-f2-0-macro-is-stm.jpg,Q97154537,Canon RF 85mm F2 Macro IS STM (3-4 cropped).jpg,,wikidata
canon-rf-s-10-18mm-f4-5-6-3-is-stm,Canon RF-S 10-18mm F4.5-6.3 IS STM,Canon RF lens mount,10-18,4.5,2023,,,images/canon/canon-rf-s-10-18mm-f4-5-6-3-is-stm.jpg,Q123399005,Canon RF-S 10-18mm F4.5-6.3 IS STM by Henry Söderlund (1-1 crop).jpg,,wikidata
canon-rf-s-14-30mm-f4-6-3-is-stm-pz,Canon RF-S 14-30mm F4-6.3 IS STM PZ,Canon RF lens mount,14-30,4,2025,,,,Q133540661,,,wikidata
canon-rf-s-18-150mm-f3-5-6-3-is-stm,Canon RF-S 18-150mm F3.5-6.3 IS STM,Canon RF lens mount,18-150,3.5,2022,,,images/canon/canon-rf-s-18-150mm-f3-5-6-3-is-stm.jpg,Q112756152,Canon EOS R7.jpg,,wikidata
canon-rf-s-18-45mm-f4-5-6-3-is-stm,Canon RF-S 18-45mm F4.5-6.3 IS STM,Canon RF lens mount,18-45,4.5,2022,,,images/canon/canon-rf-s-18-45mm-f4-5-6-3-is-stm.jpg,Q112756151,Canon EOS R10 outside of Stage B 20230128.jpg,,wikidata
canon-rf-s-3-9mm-f3-5-stm-dual-fisheye,Canon RF-S 3.9mm F3.5 STM DUAL FISHEYE,Canon RF lens mount,3.9,3.5,2024,,,,Q126488145,,,wikidata
canon-rf-s-55-210-mm-f5-7-1-is-stm,Canon RF-S 55-210 mm F5-7.1 IS STM,Canon RF lens mount,55-210,5,2023,,,images/canon/canon-rf-s-55-210-mm-f5-7-1-is-stm.jpg,Q116910908,Canon EOS R50+RF-S 55-210mm f5-7.1 IS STM.jpg,,wikidata
canon-rf-s-7-8mm-f4-stm-dual-lens-vr,Canon RF-S 7.8mm F4 STM Dual Lens VR,Canon RF lens mount,7.8,4,2024,,,,Q130732518,,,wikidata
canon-ts-35mm-f-2-8-s-s-c,Canon TS 35mm f/2.8 S.S.C.,Canon FD lens mount,35,2.8,1973,58,550,,,,,wikipedia
canon-ts-e-135mm-f-4l-macro,Canon TS-E 135mm f/4L Macro,Canon EF lens mount,135,4,2017,,,images/canon/canon-ts-e-135mm-f-4l-macro.jpg,Q39059782,Canon TS-E 135mm.jpg,https://en.wikipedia.org/wiki/Canon_TS-E_135mm_lens,wikidata
canon-ts-e-17-mm,Canon TS-E 17 mm,Canon EF lens mount,17,4,2009,,,images/canon/canon-ts-e-17-mm.jpg,Q3880571,TS-E 17mm f4L.jpg,https://en.wikipedia.org/wiki/Canon_TS-E_17mm_lens,wikidata
canon-ts-e-24mm-lens,Canon TS-E 24mm lens,,24,3.5,,,,images/canon/canon-ts-e-24mm-lens.jpg,Q2936464,Canon TS-E 24mm f3.5L II.jpg,https://en.wikipedia.org/wiki/Canon_TS-E_24mm_lens,wikidata
canon-ts-e-45mm-lens,Canon TS-E 45mm lens,Canon EF lens mount,45,2.8,1991,,,images/canon/canon-ts-e-45mm-lens.jpg,Q3880574,Canon TSE 45.jpg,https://en.wikipedia.org/wiki/Canon_TS-E_45mm_lens,wikidata
canon-ts-e-50mm-lens,Canon TS-E 50mm lens,Canon EF lens mount,50,2.8,2017,,,,Q39059726,,https://en.wikipedia.org/wiki/Canon_TS-E_50mm_lens,wikidata
canon-ts-e-90mm-lens,Canon TS-E 90mm lens,,90,,,,,images/canon/canon-ts-e-90mm-lens.jpg,Q3880573,Canon TSE 90.jpg,https://en.wikipedia.org/wiki/Canon_TS-E_90mm_lens,wikidata
canon-zoom-lens-3x-15-45mm-f2-8-5-6-is,Canon zoom lens 3x 15-45mm F2.8-5.6 IS,,15-45,2.8,,,,,Q115782662,,,wikidata
cn-e-85mm-t1-3-l-f,CN-E 85mm T1.3 L F,,85,,,,,,Q17048961,,https://en.wikipedia.org/wiki/CN-E_85mm_T1.3_L_F,wikidata
ef-s18-55mm-f-3-5-5-6-usm,EF-S18-55mm f/3.5-5.6 USM,,18-55,3.5,,,,,Q68733683,,,wikidata
